Region;NumeroDepartement;NomDepartement;Circonscription;Canton
Auvergne-Rhone-Alpes;26;Drome;1ere circo;Bourg-de-Péage
Auvergne-Rhone-Alpes;26;Drome;1ere circo;Crest
Auvergne-Rhone-Alpes;26;Drome;1ere circo;Dieulefit
Auvergne-Rhone-Alpes;26;Drome;1ere circo;Drôme des collines
Auvergne-Rhone-Alpes;26;Drome;1ere circo;Grignan
Auvergne-Rhone-Alpes;26;Drome;2e circo;Le Diois
Auvergne-Rhone-Alpes;26;Drome;2e circo;Le Tricastin
Auvergne-Rhone-Alpes;26;Drome;2e circo;Loriol-sur-Drôme
Auvergne-Rhone-Alpes;26;Drome;2e circo;Montélimar
Auvergne-Rhone-Alpes;26;Drome;2e circo;Montélimar-1
Auvergne-Rhone-Alpes;26;Drome;3e circo;Montélimar-2
Auvergne-Rhone-Alpes;26;Drome;3e circo;Nyons et Baronnies
Auvergne-Rhone-Alpes;26;Drome;3e circo;Romans-sur-Isère
Auvergne-Rhone-Alpes;26;Drome;3e circo;Saint-Vallier
Auvergne-Rhone-Alpes;26;Drome;3e circo;Tain-l'Hermitage
Auvergne-Rhone-Alpes;26;Drome;4e circo;Valence
Auvergne-Rhone-Alpes;26;Drome;4e circo;Valence-1
Auvergne-Rhone-Alpes;26;Drome;4e circo;Valence-2
Auvergne-Rhone-Alpes;26;Drome;4e circo;Valence-3
Auvergne-Rhone-Alpes;26;Drome;4e circo;Vercors-Monts du Matin
Auvergne-Rhone-Alpes;38;Isere;10e circo;Vienne-2
Auvergne-Rhone-Alpes;38;Isere;10e circo;Voiron
Auvergne-Rhone-Alpes;38;Isere;1ere circo;Bièvre
Auvergne-Rhone-Alpes;38;Isere;1ere circo;Bourgoin-Jallieu
Auvergne-Rhone-Alpes;38;Isere;1ere circo;Chartreuse-Guiers
Auvergne-Rhone-Alpes;38;Isere;2e circo;Charvieu-Chavagneux
Auvergne-Rhone-Alpes;38;Isere;2e circo;Échirolles
Auvergne-Rhone-Alpes;38;Isere;2e circo;Fontaine
Auvergne-Rhone-Alpes;38;Isere;3e circo;Fontaine-Seyssinet
Auvergne-Rhone-Alpes;38;Isere;3e circo;Fontaine-Vercors
Auvergne-Rhone-Alpes;38;Isere;3e circo;Grenoble
Auvergne-Rhone-Alpes;38;Isere;4e circo;Grenoble-2
Auvergne-Rhone-Alpes;38;Isere;4e circo;La Tour-du-Pin
Auvergne-Rhone-Alpes;38;Isere;4e circo;L'Isle-d'Abeau
Auvergne-Rhone-Alpes;38;Isere;5e circo;La Verpillière
Auvergne-Rhone-Alpes;38;Isere;5e circo;Le Grand-Lemps
Auvergne-Rhone-Alpes;38;Isere;5e circo;Le Haut-Grésivaudan
Auvergne-Rhone-Alpes;38;Isere;6e circo;Le Moyen Grésivaudan
Auvergne-Rhone-Alpes;38;Isere;6e circo;Le Pont-de-Claix
Auvergne-Rhone-Alpes;38;Isere;6e circo;Le Sud Grésivaudan
Auvergne-Rhone-Alpes;38;Isere;7e circo;Matheysine-Trièves
Auvergne-Rhone-Alpes;38;Isere;7e circo;Meylan
Auvergne-Rhone-Alpes;38;Isere;7e circo;Morestel
Auvergne-Rhone-Alpes;38;Isere;8e circo;Oisans-Romanche
Auvergne-Rhone-Alpes;38;Isere;8e circo;Roussillon
Auvergne-Rhone-Alpes;38;Isere;8e circo;Saint-Martin-d'Hères
Auvergne-Rhone-Alpes;38;Isere;9e circo;Tullins
Auvergne-Rhone-Alpes;38;Isere;9e circo;Vienne
Auvergne-Rhone-Alpes;38;Isere;9e circo;Vienne-1
Auvergne-Rhone-Alpes;42;Loire;1ere circo;Andrézieux-Bouthéon
Auvergne-Rhone-Alpes;42;Loire;1ere circo;Boën-sur-Lignon
Auvergne-Rhone-Alpes;42;Loire;1ere circo;Charlieu
Auvergne-Rhone-Alpes;42;Loire;1ere circo;Feurs
Auvergne-Rhone-Alpes;42;Loire;2e circo;Firminy
Auvergne-Rhone-Alpes;42;Loire;2e circo;Le Coteau
Auvergne-Rhone-Alpes;42;Loire;2e circo;Le Pilat
Auvergne-Rhone-Alpes;42;Loire;2e circo;Montbrison
Auvergne-Rhone-Alpes;42;Loire;3e circo;Renaison
Auvergne-Rhone-Alpes;42;Loire;3e circo;Rive-de-Gier
Auvergne-Rhone-Alpes;42;Loire;3e circo;Roanne
Auvergne-Rhone-Alpes;42;Loire;3e circo;Roanne-1
Auvergne-Rhone-Alpes;42;Loire;4e circo;Roanne-2
Auvergne-Rhone-Alpes;42;Loire;4e circo;Saint-Chamond
Auvergne-Rhone-Alpes;42;Loire;4e circo;Saint-Étienne
Auvergne-Rhone-Alpes;42;Loire;4e circo;Saint-Etienne-2
Auvergne-Rhone-Alpes;42;Loire;5e circo;Saint-Etienne-3
Auvergne-Rhone-Alpes;42;Loire;5e circo;Saint-Etienne-4
Auvergne-Rhone-Alpes;42;Loire;5e circo;Saint-Etienne-5
Auvergne-Rhone-Alpes;42;Loire;5e circo;Saint-Just-Saint-Rambert
Auvergne-Rhone-Alpes;42;Loire;6e circo;Sorbiers
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Aurec-sur-Loire
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Bas-en-Basset
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Boutières
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Brioude
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Emblavez-et-Meygal
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Gorges de l'Allier-Gévaudan
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Le Puy-en-Velay
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Le Puy-en-Velay-1
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Le Puy-en-Velay-2
Auvergne-Rhone-Alpes;43;Haute-Loire;1ere circo;Le Puy-en-Velay-3
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Le Puy-en-Velay-4
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Les Deux Rivières et Vallées
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Mézenc
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Monistrol-sur-Loire
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Pays de Lafayette
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Plateau du Haut-Velay granitique
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Sainte-Florine
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Saint-Paulien
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Velay volcanique
Auvergne-Rhone-Alpes;43;Haute-Loire;2e circo;Yssingeaux
Auvergne-Rhone-Alpes;63;Puy-de-Dome;1ere circo;Aigueperse
Auvergne-Rhone-Alpes;63;Puy-de-Dome;1ere circo;Ambert
Auvergne-Rhone-Alpes;63;Puy-de-Dome;1ere circo;Aubière
Auvergne-Rhone-Alpes;63;Puy-de-Dome;1ere circo;Beaumont
Auvergne-Rhone-Alpes;63;Puy-de-Dome;1ere circo;Billom
Auvergne-Rhone-Alpes;63;Puy-de-Dome;1ere circo;Brassac-les-Mines
Auvergne-Rhone-Alpes;63;Puy-de-Dome;2e circo;Cébazat
Auvergne-Rhone-Alpes;63;Puy-de-Dome;2e circo;Chamalières
Auvergne-Rhone-Alpes;63;Puy-de-Dome;2e circo;Châtel-Guyon
Auvergne-Rhone-Alpes;63;Puy-de-Dome;2e circo;Clermont-Ferrand
Auvergne-Rhone-Alpes;63;Puy-de-Dome;2e circo;Cournon-d'Auvergne
Auvergne-Rhone-Alpes;63;Puy-de-Dome;2e circo;Gerzat
Auvergne-Rhone-Alpes;63;Puy-de-Dome;3e circo;Issoire
Auvergne-Rhone-Alpes;63;Puy-de-Dome;3e circo;Le Sancy
Auvergne-Rhone-Alpes;63;Puy-de-Dome;3e circo;Les Martres-de-Veyre
Auvergne-Rhone-Alpes;63;Puy-de-Dome;3e circo;Les Monts du Livradois
Auvergne-Rhone-Alpes;63;Puy-de-Dome;3e circo;Lezoux
Auvergne-Rhone-Alpes;63;Puy-de-Dome;3e circo;Maringues
Auvergne-Rhone-Alpes;63;Puy-de-Dome;4e circo;Orcines
Auvergne-Rhone-Alpes;63;Puy-de-Dome;4e circo;Pont-du-Château
Auvergne-Rhone-Alpes;63;Puy-de-Dome;4e circo;Riom
Auvergne-Rhone-Alpes;63;Puy-de-Dome;4e circo;Saint-Éloy-les-Mines
Auvergne-Rhone-Alpes;63;Puy-de-Dome;4e circo;Saint-Georges-de-Mons
Auvergne-Rhone-Alpes;63;Puy-de-Dome;4e circo;Saint-Ours
Auvergne-Rhone-Alpes;63;Puy-de-Dome;5e circo;Thiers
Auvergne-Rhone-Alpes;63;Puy-de-Dome;5e circo;Vic-le-Comte
Auvergne-Rhone-Alpes;69;Rhone;10e circo;Tarare
Auvergne-Rhone-Alpes;69;Rhone;11e circo;Thizy-les-Bourgs
Auvergne-Rhone-Alpes;69;Rhone;12e circo;Val d'Oingt
Auvergne-Rhone-Alpes;69;Rhone;13e circo;Vaugneray
Auvergne-Rhone-Alpes;69;Rhone;14e circo;Villefranche-sur-Saône
Auvergne-Rhone-Alpes;69;Rhone;1ere circo;Anse
Auvergne-Rhone-Alpes;69;Rhone;2e circo;Belleville-en-Beaujolais
Auvergne-Rhone-Alpes;69;Rhone;3e circo;Brignais
Auvergne-Rhone-Alpes;69;Rhone;4e circo;Genas
Auvergne-Rhone-Alpes;69;Rhone;5e circo;Gleizé
Auvergne-Rhone-Alpes;69;Rhone;6e circo;L'Arbresle
Auvergne-Rhone-Alpes;69;Rhone;7e circo;Lyon
Auvergne-Rhone-Alpes;69;Rhone;8e circo;Mornant
Auvergne-Rhone-Alpes;69;Rhone;9e circo;Saint-Symphorien-d'Ozon
Auvergne-Rhone-Alpes;73;Savoie;1ere circo;Aix-les-Bains
Auvergne-Rhone-Alpes;73;Savoie;1ere circo;Aix-les-Bains-1
Auvergne-Rhone-Alpes;73;Savoie;1ere circo;Aix-les-Bains-2
Auvergne-Rhone-Alpes;73;Savoie;1ere circo;Albertville
Auvergne-Rhone-Alpes;73;Savoie;1ere circo;Albertville-1
Auvergne-Rhone-Alpes;73;Savoie;1ere circo;Albertville-2
Auvergne-Rhone-Alpes;73;Savoie;2e circo;Bourg-Saint-Maurice
Auvergne-Rhone-Alpes;73;Savoie;2e circo;Bugey savoyard
Auvergne-Rhone-Alpes;73;Savoie;2e circo;Chambéry
Auvergne-Rhone-Alpes;73;Savoie;2e circo;Chambéry-1
Auvergne-Rhone-Alpes;73;Savoie;2e circo;Chambéry-2
Auvergne-Rhone-Alpes;73;Savoie;2e circo;Chambéry-3
Auvergne-Rhone-Alpes;73;Savoie;3e circo;La Motte-Servolex
Auvergne-Rhone-Alpes;73;Savoie;3e circo;La Ravoire
Auvergne-Rhone-Alpes;73;Savoie;3e circo;Le Pont-de-Beauvoisin
Auvergne-Rhone-Alpes;73;Savoie;3e circo;Modane
Auvergne-Rhone-Alpes;73;Savoie;3e circo;Montmélian
Auvergne-Rhone-Alpes;73;Savoie;3e circo;Moûtiers
Auvergne-Rhone-Alpes;73;Savoie;4e circo;Saint-Alban-Leysse
Auvergne-Rhone-Alpes;73;Savoie;4e circo;Saint-Jean-de-Maurienne
Auvergne-Rhone-Alpes;73;Savoie;4e circo;Saint-Pierre-d'Albigny
Auvergne-Rhone-Alpes;73;Savoie;4e circo;Ugine
Auvergne-Rhone-Alpes;74;Haute-Savoie;1ere circo;Annecy
Auvergne-Rhone-Alpes;74;Haute-Savoie;1ere circo;Annecy-1
Auvergne-Rhone-Alpes;74;Haute-Savoie;1ere circo;Annecy-2
Auvergne-Rhone-Alpes;74;Haute-Savoie;2e circo;Annecy-3
Auvergne-Rhone-Alpes;74;Haute-Savoie;2e circo;Annecy-4
Auvergne-Rhone-Alpes;74;Haute-Savoie;2e circo;Annemasse
Auvergne-Rhone-Alpes;74;Haute-Savoie;3e circo;Bonneville
Auvergne-Rhone-Alpes;74;Haute-Savoie;3e circo;Cluses
Auvergne-Rhone-Alpes;74;Haute-Savoie;3e circo;Évian-les-Bains
Auvergne-Rhone-Alpes;74;Haute-Savoie;4e circo;Faverges-Seythenex
Auvergne-Rhone-Alpes;74;Haute-Savoie;4e circo;Gaillard
Auvergne-Rhone-Alpes;74;Haute-Savoie;4e circo;La Roche-sur-Foron
Auvergne-Rhone-Alpes;74;Haute-Savoie;5e circo;Le Mont-Blanc
Auvergne-Rhone-Alpes;74;Haute-Savoie;5e circo;Rumilly
Auvergne-Rhone-Alpes;74;Haute-Savoie;5e circo;Saint-Julien-en-Genevois
Auvergne-Rhone-Alpes;74;Haute-Savoie;6e circo;Sallanches
Auvergne-Rhone-Alpes;74;Haute-Savoie;6e circo;Sciez
Auvergne-Rhone-Alpes;74;Haute-Savoie;6e circo;Thonon-les-Bains
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Arnay-le-Duc
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Auxonne
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Beaune
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Brazey-en-Plaine
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Châtillon-sur-Seine
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Chenôve
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Chevigny-Saint-Sauveur
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Dijon
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Dijon-6
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Fontaine-lès-Dijon
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Genlis
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Is-sur-Tille
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Ladoix-Serrigny
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Longvic
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Montbard
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Nuits-Saint-Georges
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Saint-Apollinaire
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Semur-en-Auxois
Bourgogne-Franche-Comte;21;Cote-d-Or;A verifier;Talant
Bourgogne-Franche-Comte;25;Doubs;1ere circo;Audincourt
Bourgogne-Franche-Comte;25;Doubs;1ere circo;Baume-les-Dames
Bourgogne-Franche-Comte;25;Doubs;1ere circo;Bavans
Bourgogne-Franche-Comte;25;Doubs;1ere circo;Besançon
Bourgogne-Franche-Comte;25;Doubs;2e circo;Besançon-1
Bourgogne-Franche-Comte;25;Doubs;2e circo;Besançon-2
Bourgogne-Franche-Comte;25;Doubs;2e circo;Besançon-3
Bourgogne-Franche-Comte;25;Doubs;2e circo;Besançon-4
Bourgogne-Franche-Comte;25;Doubs;3e circo;Besançon-5
Bourgogne-Franche-Comte;25;Doubs;3e circo;Besançon-6
Bourgogne-Franche-Comte;25;Doubs;3e circo;Bethoncourt
Bourgogne-Franche-Comte;25;Doubs;3e circo;Frasne
Bourgogne-Franche-Comte;25;Doubs;4e circo;Maîche
Bourgogne-Franche-Comte;25;Doubs;4e circo;Montbéliard
Bourgogne-Franche-Comte;25;Doubs;4e circo;Morteau
Bourgogne-Franche-Comte;25;Doubs;4e circo;Ornans
Bourgogne-Franche-Comte;25;Doubs;5e circo;Pontarlier
Bourgogne-Franche-Comte;25;Doubs;5e circo;Saint-Vit
Bourgogne-Franche-Comte;25;Doubs;5e circo;Valdahon
Bourgogne-Franche-Comte;25;Doubs;5e circo;Valentigney
Bourgogne-Franche-Comte;39;Jura;1ere circo;Arbois
Bourgogne-Franche-Comte;39;Jura;1ere circo;Authume
Bourgogne-Franche-Comte;39;Jura;1ere circo;Bletterans
Bourgogne-Franche-Comte;39;Jura;1ere circo;Champagnole
Bourgogne-Franche-Comte;39;Jura;1ere circo;Coteaux du Lizon
Bourgogne-Franche-Comte;39;Jura;1ere circo;Dole
Bourgogne-Franche-Comte;39;Jura;1ere circo;Dole-1
Bourgogne-Franche-Comte;39;Jura;2e circo;Dole-2
Bourgogne-Franche-Comte;39;Jura;2e circo;Hauts de Bienne
Bourgogne-Franche-Comte;39;Jura;2e circo;Lons-le-Saunier
Bourgogne-Franche-Comte;39;Jura;2e circo;Lons-le-Saunier-1
Bourgogne-Franche-Comte;39;Jura;2e circo;Lons-le-Saunier-2
Bourgogne-Franche-Comte;39;Jura;2e circo;Moirans-en-Montagne
Bourgogne-Franche-Comte;39;Jura;2e circo;Mont-sous-Vaudrey
Bourgogne-Franche-Comte;39;Jura;3e circo;Poligny
Bourgogne-Franche-Comte;39;Jura;3e circo;Saint-Amour
Bourgogne-Franche-Comte;39;Jura;3e circo;Saint-Claude
Bourgogne-Franche-Comte;39;Jura;3e circo;Saint-Laurent-en-Grandvaux
Bourgogne-Franche-Comte;39;Jura;3e circo;Tavaux
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Château-Chinon
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Clamecy
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Corbigny
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Cosne-Cours-sur-Loire
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Decize
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Fourchambault
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Guérigny
Bourgogne-Franche-Comte;58;Nievre;1ere circo;Imphy
Bourgogne-Franche-Comte;58;Nievre;1ere circo;La Charité-sur-Loire
Bourgogne-Franche-Comte;58;Nievre;2e circo;Luzy
Bourgogne-Franche-Comte;58;Nievre;2e circo;Nevers
Bourgogne-Franche-Comte;58;Nievre;2e circo;Nevers-1
Bourgogne-Franche-Comte;58;Nievre;2e circo;Nevers-2
Bourgogne-Franche-Comte;58;Nievre;2e circo;Nevers-3
Bourgogne-Franche-Comte;58;Nievre;2e circo;Pouilly-sur-Loire
Bourgogne-Franche-Comte;58;Nievre;2e circo;Saint-Pierre-le-Moûtier
Bourgogne-Franche-Comte;58;Nievre;2e circo;Varennes-Vauzelles
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Dampierre-sur-Salon
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Fougerolles-Saint-Valbert
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Gray
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Héricourt
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Héricourt-1
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Héricourt-2
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Jussey
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Lure
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Lure-1
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Lure-2
Bourgogne-Franche-Comte;70;Haute-Saone;1ere circo;Luxeuil-les-Bains
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Marnay
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Mélisey
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Port-sur-Saône
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Rioz
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Saint-Loup-sur-Semouse
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Scey-sur-Saône-et-Saint-Albin
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Vesoul
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Vesoul-1
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Vesoul-2
Bourgogne-Franche-Comte;70;Haute-Saone;2e circo;Villersexel
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Autun
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Autun-1
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Autun-2
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Blanzy
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Chagny
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Chalon-sur-Saône
Bourgogne-Franche-Comte;71;Saone-et-Loire;1ere circo;Chalon-sur-Saône-1
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Chalon-sur-Saône-3
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Charolles
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Chauffailles
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Cluny
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Cuiseaux
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Digoin
Bourgogne-Franche-Comte;71;Saone-et-Loire;2e circo;Gergy
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;Givry
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;Gueugnon
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;Hurigny
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;La Chapelle-de-Guinchay
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;Le Creusot
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;Le Creusot-1
Bourgogne-Franche-Comte;71;Saone-et-Loire;3e circo;Le Creusot-2
Bourgogne-Franche-Comte;71;Saone-et-Loire;4e circo;Louhans
Bourgogne-Franche-Comte;71;Saone-et-Loire;4e circo;Mâcon
Bourgogne-Franche-Comte;71;Saone-et-Loire;4e circo;Mâcon-1
